Price,Address,Status,Type,Style,Age,Area,Community,Bedrooms,Bathrooms,Kitchens,Rooms,Den/Family Room,Patio Terrace,Air Conditioning,Fireplace,Handicap Equipped,Furnished,Laundry,Pets,Stories,Basement,Elevator,Energy Certificate,Heating,Green PIS,Exterior,Private Entrance,Central A/C Included,Garage,Cross Street,Water Included,Heating Included,Hydro Included,Municipality_District,Building Insurance Included,Bedroom Plus,Room Plus,Size,Age_cabecalho,Walk Score,Added
"$775,000",11 - 50 Blackwell Avenue,Sale,Condo Townhouse,2-Storey,31-50,Toronto,Malvern,4,3,1,7,Y,None,Central Air,N,Ausente,Ausente,Ausente,N,1,Apartment,Ausente,Ausente,Gas,Ausente,Alum Siding,Ausente,Ausente,1.0,Neilson/Sheppard,Y,Ausente,Ausente,Toronto E11,Y,0,0,1000-1199 sqft,31-50 years,30,"Jun 22, 2023 (9 days ago)"
"$2,500",3316 - 70 Temperance Street,Lease,Condo Apt,Apartment,Ausente,Toronto,Bay Street Corridor,1,1,1,4,N,Open,Central Air,N,Ausente,N,Ensuite,Restrict,32,None,Ausente,Ausente,Gas,Ausente,Concrete,N,Y,0.0,Bay/ Adelaide,Ausente,Y,Ausente,Toronto C01,Y,0,0,0-499 sqft,No Data,100,"Jun 29, 2023 (2 days ago)"
"$3,800",734 - 39 Queens Quay N/a,Lease,Condo Apt,Apartment,Ausente,Toronto,Waterfront Communities C8,1,1,1,5,N,Open,Central Air,N,Ausente,Y,Ensuite,Restrict,7,None,Ausente,Ausente,Gas,Ausente,Concrete,N,Y,1.0,Yonge & Queens Quay E,Y,Y,Ausente,Toronto C08,Y,1,0,600-699 sqft,No Data,92,"Jun 29, 2023 (2 days ago)"
"$3,500",1007 - 70 Annie Craig Drive,Lease,Condo Apt,Apartment,0-5,Toronto,Mimico,2,2,1,6,Y,Open,Central Air,N,Ausente,N,Ensuite,Restrict,10,None,Y,Ausente,Gas,Ausente,Brick,N,Ausente,1.0,Park Lawn / Lakeshore Blvd W,Y,Y,Ausente,Toronto W06,Y,1,0,800-899 sqft,0-5 years,59,"Jun 29, 2023 (2 days ago)"
"$2,550",1209 - 1060 Sheppard Avenue W,Lease,Condo Apt,Apartment,0-5,Toronto,York University Heights,1,1,1,3,Y,Open,Central Air,N,Ausente,N,Ensuite,N,12,None,Ausente,Ausente,Gas,Ausente,Concrete,Y,Ausente,0.0,Sheppard Ave W / Allen Rd,Ausente,Ausente,Ausente,Toronto W05,Ausente,1,0,600-699 sqft,0-5 years,17,"Jun 29, 2023 (2 days ago)"
"$3,500",2711 - 5 Mariner Terrace,Lease,Condo Apt,Apartment,Ausente,Toronto,Waterfront Communities C1,2,1,1,5,N,Open,Central Air,N,Ausente,Y,Ensuite,N,23,None,Ausente,Ausente,Gas,Ausente,Concrete,Y,Y,1.0,Spadina Avenue / Bremner Blvd.,Y,Y,Y,Toronto C01,Y,0,0,700-799 sqft,No Data,92,"Jun 29, 2023 (2 days ago)"
"$2,400",1702 - 188 Fairview Mall Drive,Lease,Condo Apt,Apartment,New,Toronto,Don Valley Village,1,1,1,4,N,Open,Central Air,N,Ausente,N,Ensuite,Restrict,14,None,Ausente,Ausente,Gas,Ausente,Concrete,Y,Ausente,1.0,Don Mills/Sheppard,Ausente,Ausente,Ausente,Toronto C15,Y,0,0,0-499 sqft,New,57,"Jun 29, 2023 (2 days ago)"
"$2,850",2504 - 89 Mcgill Street,Lease,Condo Apt,Apartment,Ausente,Toronto,Church-Yonge Corridor,1,1,1,5,N,Open,Central Air,N,Ausente,Y,Ensuite,Restrict,25,None,Y,Ausente,Gas,Ausente,Concrete,Y,Ausente,0.0,Church / Gerrard,Ausente,Ausente,Ausente,Toronto C08,Y,1,0,500-599 sqft,No Data,98,"Jun 29, 2023 (2 days ago)"
"$3,300",817 - 585 Bloor Street E,Lease,Condo Apt,Apartment,New,Toronto,North St. James Town,2,2,1,5,N,Open,Central Air,N,Ausente,N,Ensuite,N,8,None,Ausente,Ausente,Gas,Ausente,Concrete,Y,Ausente,1.0,Bloor East/Parliament,Ausente,Ausente,Ausente,Toronto C08,Y,0,0,800-899 sqft,New,71,"Jun 29, 2023 (2 days ago)"
"$2,150",2809 - 130 River Street,Lease,Condo Apt,Apartment,Ausente,Toronto,Regent Park,1,1,1,4,N,Jlte,Central Air,N,Ausente,N,Ensuite,Restrict,28,None,Ausente,Ausente,Gas,Ausente,Concrete,N,Y,0.0,Dundas / River,Y,Y,Ausente,Toronto C08,Y,0,0,0-499 sqft,No Data,95,"Jun 29, 2023 (2 days ago)"
"$2,800",706 - 15 Queens Quay E,Lease,Condo Apt,Multi-Level,New,Toronto,Waterfront Communities C8,1,1,1,5,N,Open,Central Air,N,N,N,Ensuite,N,7,None,Y,N,Gas,N,Other,Y,Y,1.0,Yonge/Queens Quay E,Ausente,Ausente,Ausente,Toronto C08,Y,1,0,600-699 sqft,New,96,"Jun 29, 2023 (2 days ago)"
"$3,200",1620 - 955 Bay Street,Lease,Condo Apt,Apartment,0-5,Toronto,Bay Street Corridor,2,1,1,5,N,Open,Central Air,N,Ausente,N,Ensuite,N,16,None,Y,N,Gas,Ausente,Concrete,N,Y,0.0,Bay / Wellesley,Ausente,Y,Ausente,Toronto C01,Y,1,0,500-599 sqft,0-5 years,97,"Jun 29, 2023 (2 days ago)"
"$2,500",1608 - 10 Deerlick Court,Lease,Condo Apt,Apartment,Ausente,Toronto,Parkwoods-Donalda,1,1,1,4,N,Open,Central Air,N,Ausente,N,Ensuite,Restrict,16,None,Ausente,Ausente,Gas,Ausente,Concrete,N,Y,1.0,York Mills Rd & Dvp,Ausente,Ausente,Ausente,Toronto C13,Y,1,0,500-599 sqft,No Data,43,"Jun 29, 2023 (2 days ago)"
"$3,300",1621 - 525 Adelaide Street W,Lease,Condo Apt,Apartment,Ausente,Toronto,Waterfront Communities C1,1,2,1,5,N,None,Central Air,N,N,N,Ensuite,Restrict,13,None,Ausente,Ausente,Gas,Ausente,Concrete,N,Y,1.0,Bathurst/Adelaide,Ausente,Y,Ausente,Toronto C01,Y,1,0,700-799 sqft,No Data,97,"Jun 29, 2023 (2 days ago)"
"$3,300",917 - 585 Bloor Street,Lease,Condo Apt,Apartment,New,Toronto,North St. James Town,2,2,1,5,N,Open,Central Air,N,Ausente,N,Ensuite,Restrict,9,None,Ausente,Ausente,Gas,Ausente,Concrete,Y,Ausente,1.0,Bloor St East/Parliament,Ausente,Ausente,Ausente,Toronto C08,Y,0,0,800-899 sqft,New,71,"Jun 29, 2023 (2 days ago)"
"$4,200",3702 - 832 Bay Street,Lease,Comm Element Condo,Apartment,6-10,Toronto,Bay Street Corridor,3,2,1,7,N,Open,Central Air,N,Ausente,Part,Ensuite,N,37,None,Ausente,N,Gas,N,Other,Y,Ausente,0.0,Bay St. & College St.,Ausente,Ausente,Ausente,Toronto C01,Ausente,0,0,800-899 sqft,6-10 years,99,"Jun 29, 2023 (2 days ago)"
"$3,200",348 - 4001 Don Mills Road,Lease,Condo Townhouse,2-Storey,Ausente,Toronto,Hillcrest Village,2,2,1,6,N,Open,Central Air,Y,Ausente,N,Ensuite,Restrict,3,None,Ausente,Ausente,Gas,Ausente,Concrete,N,Y,1.0,Steels/Don Mills,Y,Y,Y,Toronto C15,Y,1,0,1200-1399 sqft,No Data,32,"Jun 29, 2023 (2 days ago)"
"$2,300",601 - 38 Stewart Street,Lease,Condo Apt,Apartment,Ausente,Toronto,Waterfront Communities C1,1,1,1,3,N,None,Central Air,N,Ausente,N,Ensuite,Restrict,6,None,Ausente,Ausente,Gas,Ausente,Concrete,N,Y,0.0,King And Bathurst,Y,Y,Ausente,Toronto C01,Y,0,0,0-499 sqft,No Data,96,"Jun 29, 2023 (2 days ago)"
"$2,400",1404 - 375 King West Street,Lease,Condo Apt,Apartment,Ausente,Toronto,Waterfront Communities C1,1,1,1,4,N,Open,Central Air,N,N,N,Ensuite,Restrict,14,None,Y,N,Gas,N,Brick,Y,Y,0.0,King/Peter,Y,Y,Ausente,Toronto C01,Y,0,0,0-499 sqft,No Data,100,"Jun 29, 2023 (2 days ago)"
